x,y,token
-37.238274,18.284842,wretchedness
-30.140638,-5.274871,recall
17.951149,-16.551208,bend
-28.598974,-6.881763,trial
-56.62203,12.865398,exertion
-34.428856,2.0131407,wretched
21.848686,32.274612,empty
-35.98534,0.58741325,distressing
-18.869127,-1.0378077,ourselves
-22.938606,26.649572,joined
-51.331135,-9.967732,sufferings
-43.805294,22.742012,accompany
-3.8889225,-27.960423,increase
-2.8470414,48.30903,stopped
-53.378117,9.812138,alteration
20.467907,33.706852,boot
27.846151,34.045193,stooping
-28.24032,42.249992,begged
1.0111185,23.79713,setting
-14.465841,27.813005,orders
22.5568,-14.413482,pitcher
5.100589,40.511158,broth
-46.232525,-1.1522405,acting
38.810253,39.304535,ahead
-51.21551,1.3291512,obligation
20.972872,46.785015,involuntarily
-2.6117694,-15.826875,theirs
38.416065,19.880424,around
-41.835987,-11.319664,join
-25.077148,21.392399,detail
-34.44911,24.261415,experienced
24.719294,31.836885,cheese
39.159008,-40.547176,north
4.7928143,40.27492,butter
26.197157,-21.404835,root
-8.41396,1.8690143,interests
5.558178,-32.555145,serve
-12.062622,50.47758,quietly
-15.734537,20.612581,arrange
22.537268,36.623154,broke
1.9408667,29.946138,lace
26.56434,42.83358,throwing
24.891233,34.2561,ditch
-15.91966,30.45896,stop
-54.065193,4.724044,acknowledged
-44.060257,3.4565244,rights
-15.231504,-2.4758732,exceed
-51.441807,17.197876,communicated
-39.459328,8.270284,fully
13.716817,17.21426,incessant
-46.315006,16.031404,practicable
6.498444,-4.279659,lovers
55.826767,-14.050526,windows
15.008913,23.331846,aspect
-2.8062155,-44.33644,glory
-37.119045,25.782988,successfully
-39.187294,28.580383,purposely
-11.361514,8.946739,allusions
-31.127172,17.188461,cautious
7.1707916,12.614851,advances
29.7619,35.12369,inch
-48.183224,-1.8732668,hazard
-14.26234,6.327399,believes
-29.710041,15.394018,ingenious
-7.4082384,-24.428806,device
-0.065076955,-10.596792,xi
-7.5691094,-48.23745,quicken
51.95425,-24.00092,measures
-37.97827,20.927847,anticipation
-11.500708,1.1702594,reality
-18.666569,-22.190804,henceforth
-8.851057,-4.456261,prime
12.780804,5.3892756,advance
34.271645,42.524654,rapidly
8.869257,29.835144,somehow
-57.087807,19.3701,exciting
-40.43459,32.952095,holidays
37.725777,-1.3212,autumn
24.649805,10.602887,bathing
-12.565918,26.08781,coachman
-34.842705,14.867954,needless
15.000226,-22.631714,maids
38.939934,29.06983,reaching
-56.175686,31.99597,bustle
-47.09362,31.895985,arrival
19.208006,-31.54635,dispersed
29.18526,0.31733125,noise
-13.828555,-11.59227,endured
-38.99061,2.1893277,respected
-35.532833,15.582813,maternal
-56.806614,11.196205,solicitude
31.12573,-9.8732815,ones
-32.267242,41.02279,instantly
-42.448956,22.141989,attendance
1.1989095,31.848377,drinking
-1.1512748,35.16454,playing
13.001885,24.910208,restless
18.00787,11.971712,wrapt
-0.31092066,-4.866123,tenderly
-0.7139303,-4.009437,ties
-0.19959663,-39.10735,also
-37.777977,22.879646,fears
-31.792667,4.040064,wingfield
-5.6514244,-1.1051966,alike
-50.88926,6.0588613,benevolence
-40.5801,10.351294,habit
-43.10748,3.9654775,profession
-15.125803,-8.535024,reserved
-50.727627,19.646402,prevented
-47.879196,5.8489676,capable
-2.5147986,-32.38255,reproach
-16.838871,-14.119134,perfection
13.8125925,-34.998257,worshipping
10.306361,30.279419,clearness
-43.289173,9.267238,ungracious
-13.089993,-41.132145,law
0.10009937,-24.30547,escaped
-13.978147,47.95597,calmly
-8.617589,-24.772621,blindness
-47.474457,1.8933587,regardless
-52.636623,1.4732033,forbearance
-10.355084,9.886107,peculiarities
-40.846535,13.412105,bestowed
-14.866723,-30.632563,charity
-55.194138,13.051939,cordiality
18.990665,35.227367,seated
26.383312,-2.194885,shake
4.2076144,-28.60792,grievous
-27.008,41.42056,hesitated
-24.166815,22.210186,excepting
-8.008776,-35.06435,false
-46.92616,12.2448845,extent
-22.332825,-6.7830043,exact
-22.066605,24.016085,letters
-40.933426,-1.5909141,doubted
-48.18955,23.475235,disengaged
-34.704136,-28.125593,forget
6.086246,16.963348,strike
-43.99646,4.6926537,convenience
25.863329,54.84389,aside
-52.779892,2.5395648,misery
34.70702,32.1647,flying
-45.515835,34.330795,september
49.5203,-17.849901,scarlet
11.255965,33.6613,fever
5.0438495,13.657965,passes
32.86296,-8.198901,fly
15.424052,-25.812311,exceeding
-45.624756,34.06103,weymouth
-26.204035,10.40459,madam
-39.72619,-18.54813,signed
-29.698742,11.625976,f
-19.599758,37.028748,c
-15.844307,47.66049,coolly
-15.402305,1.6512719,finds
10.888876,-37.236923,whence
-0.34642443,-10.709785,xii
-45.94588,14.431968,procuring
-29.894817,7.93733,quarrelled
-45.07162,-7.1969104,assist
3.816059,34.409138,danced
20.375883,36.84175,arms
-48.094646,5.7942977,estimate
1.1443244,-4.444094,lives
-45.259243,1.0493037,example
-27.328451,15.632506,argument
-16.634542,-18.22115,bitterly
-37.74027,1.1548935,disappointed
-20.631414,-39.882027,ye
-35.903366,27.028637,succeeded
-0.7038784,15.633759,english
15.036374,-13.377506,burying
-58.617737,14.134132,calmness
-53.42908,7.3274665,indifference
-50.050964,10.922338,subjects
-12.485556,16.276295,occasionally
-8.2096615,43.025795,magistrate
4.6586475,26.978498,curious
37.448673,-13.789522,field
-15.143534,14.575916,local
-18.255945,-25.549532,fail
-39.703648,33.46658,longest
35.010944,30.8265,fence
0.8413913,23.67859,destination
49.527344,-24.293047,wheat
38.475693,-0.7469691,spring
40.14003,-13.053152,corn
-60.007675,-0.28914145,equality
-52.667416,13.894214,rendered
-17.57792,44.711548,interrupting
-2.1551154,-27.356712,labours
16.397245,32.28296,terribly
-6.963531,55.045147,tired
-30.188526,14.490694,article
-13.767304,29.379175,ordered
-46.265293,14.301208,discourse
39.193375,-40.554726,south
-49.279335,3.0875702,weakness
4.7967677,30.470575,throat
-10.2543955,-21.145359,envious
-34.46902,1.9635229,miserable
-24.328756,-11.677356,forgets
-27.652672,7.1852646,tells
-48.695766,-2.068969,practice
-15.705467,33.638714,calling
-22.87009,-7.9409404,applying
-2.7971356,0.48814657,august
17.443592,40.613827,heavy
-4.0594044,-6.271611,sickly
-25.860579,-31.430847,confound
-44.47087,13.841984,neighbourhood
20.088873,14.801072,airy
-3.46155,12.441911,vicinity
24.41013,29.149086,pale
18.724253,48.52937,turning
-14.112377,23.255247,intending
-4.023305,7.6315575,scotland
-45.485336,2.5615585,prejudice
-0.9940629,-22.950502,praising
-39.288334,26.347467,accidentally
-30.962667,4.239144,excessively
-15.174897,46.937103,colonel
-57.976894,31.099401,campbell
-43.40736,26.760794,topic
-35.700535,23.822592,similar
-38.25418,15.9381895,harmony
-59.745514,14.498702,agitation
29.552294,-12.781574,houses
-42.579582,3.1881962,unfortunately
-32.52142,21.985868,recent
-17.76164,42.36354,cook
17.393454,-37.375416,hired
-14.897291,6.6502533,dangerous
15.848532,39.713043,shaking
-24.18809,37.99684,fixing
-16.61564,-46.558563,ear
-48.634098,10.950813,consequences
-24.97248,-30.637283,suffice
-12.763459,-38.239708,restore
-29.861576,15.137026,relish
-41.449818,26.873007,interval
10.461081,-50.61006,moreover
26.183979,35.010338,mud
-29.357595,-35.38843,holds
47.722984,-13.6325655,pure
-43.298115,28.933285,lodgings
12.080056,-40.70216,consulted
-2.3957956,28.164503,stake
-5.818747,-5.234437,travel
-42.430004,33.385994,reached
22.691513,20.530884,breaking
39.25884,-40.58491,coast
-37.16818,-7.295309,convey
15.577478,20.570576,moving
42.80406,-8.972318,cut
48.01148,8.029059,meadows
-32.33179,-9.585788,conceive
-23.34662,-11.469813,proving
11.518246,36.834667,harsh
-38.734394,19.239552,reflections
9.257569,32.841976,unconsciously
-29.28882,20.890785,soothing
35.79496,37.203,swiftly
33.496452,7.355297,mornings
-57.124104,6.9507475,engagement
-37.70465,17.463955,avoiding
-47.518875,-3.0280137,denial
-54.652267,7.3577776,preference
-19.276255,-5.0361814,division
-44.169456,24.458775,occupy
-23.4987,28.022053,carriages
-4.9970307,2.405253,numbers
-7.478099,-17.188461,doom
12.61866,24.075499,feverish
4.7620497,-22.66359,sore
22.121294,14.587099,representing
16.571356,25.808306,advanced
-24.47578,-26.429155,carry
13.248792,23.079847,glowing
-1.5615036,29.591202,roast
-3.418515,29.33902,mutton
-25.819317,0.83287925,pudding
19.67998,16.719898,hastening
-54.33058,-3.7811496,complaint
38.822002,0.21656191,heat
14.146968,9.779342,pulse
-44.435574,-5.0414314,liable
8.138577,5.8464417,throats
-36.49456,19.280449,alarm
-50.110252,12.6940975,excess
-24.78074,-8.062786,remain
30.409868,-20.316364,feed
44.227932,11.757308,snow
-25.747122,4.5286164,interfere
28.6056,1.2172699,hoarse
-33.26216,-31.296558,demand
-35.73318,23.98921,previous
8.7899885,-46.687138,vision
12.636624,36.38408,muttering
-1.6107501,-22.83152,rejoicing
-25.180891,42.76382,civilly
-47.383183,-3.2122207,accepting
-39.866432,19.495272,prompt
16.58611,7.6587954,exulting
-41.646618,14.4642515,employments
-44.51443,4.4751706,duties
-25.928028,33.387672,parting
-44.747086,35.110714,news
0.46511495,-17.419525,prepared
1.043416,0.37350708,balance
4.343175,-35.88984,works
-34.719604,13.372814,moderate
-17.022459,2.5569313,negligent
-29.644817,35.545517,astonishment
-34.03092,30.503965,imagining
-56.339436,8.667446,behaviour
-46.372295,26.023409,accordingly
-31.986076,-5.893178,mistakes
-54.770836,16.081577,increasing
-56.18626,12.94776,coldness
13.769063,20.646805,motion
41.77041,14.0194645,flakes
47.97093,13.812031,sky
50.46782,27.000582,white
-45.801693,4.3129654,happiest
13.19399,-29.50426,abroad
46.802845,-29.217432,sacrifice
-22.21793,-30.979656,drive
-55.522064,8.965231,expressing
-16.239588,11.331085,encounter
-8.415757,-27.31741,folly
-32.035133,-9.966303,deem
27.105827,-16.564499,clothing
8.137419,3.442799,defiance
-17.342403,16.639244,shelter
-2.2386546,37.040863,dull
40.4645,10.8997755,dismal
8.703449,-33.356647,servants
29.001322,20.067747,shivering
-23.553278,28.176538,rooms
-31.344845,34.68803,assent
-29.017933,23.30052,usually
-43.872246,27.949398,travelling
-35.90098,16.107183,heroism
26.409721,40.81338,glasses
45.662125,32.093338,wrapped
-44.803104,33.216106,arrived
8.602765,44.072754,step
11.436077,49.05598,dressing
-29.030504,20.766161,lengthened
8.71067,41.841484,dress
-43.65203,8.209268,flattered
-36.019543,0.90454346,cordial
-31.585367,-6.6280985,complaints
-41.12584,27.328968,lasted
8.133466,32.70401,dismay
-13.082813,15.809892,contrivances
-7.789917,2.9519572,modern
34.73331,-37.33836,fenced
2.0365255,7.554456,guarded
22.032465,-6.5639467,breath
37.70106,-1.343161,afternoon
-40.077835,-31.025816,ha
43.01948,4.841511,snows
-38.051758,3.5823066,extremely
13.755213,-42.48504,astonished
36.5898,4.028578,fires
-10.574632,9.316313,hospitable
-43.05702,27.144707,accommodate
-35.348587,-44.04435,enter
-16.870417,25.233267,paid
18.843187,29.128973,sweep
41.11361,-32.173084,gate
22.584139,5.085388,joyous
20.042658,-28.027796,disperse
-39.357323,24.647726,related
-46.364967,13.76518,arrangements
-58.87242,10.72447,communication
-42.064713,-12.782455,enjoy
-38.94712,21.502827,engrossed
-10.637472,4.557709,project
27.585974,43.722473,elbow
-12.657173,-20.600506,continually
-46.143585,-4.852646,avoid
-13.173939,6.831493,internal
-41.052376,1.7251658,suggestion
-34.245384,-1.5324395,absurd
-17.365076,3.6775298,insufferable
-11.129313,-15.576599,zeal
-32.67152,23.748913,effort
-15.713878,-32.71997,preserve
-36.39946,-1.5078249,positively
-22.370178,26.20657,amongst
44.34924,-19.871794,coupled
-56.84981,13.250382,sensations
-40.77866,21.621363,appearing
-32.501926,29.491438,polite
-9.71493,-3.610313,substance
-37.735523,29.460342,released
21.805334,31.97684,saddle
-17.606506,46.849037,assented
46.506317,-29.488117,sacrifices
-39.824852,35.23251,january
-8.533027,-31.779406,secrets
4.6967235,-24.21804,stir
28.675133,-25.813393,issue
-11.380407,46.374992,nodding
-17.16665,11.843651,calculate
-18.834248,43.042778,).
40.278435,-20.09772,stone
-23.53945,6.908597,devil
-51.086636,-2.0871575,wishing
-52.61769,3.5660203,sanguine
25.534227,19.29307,stands
-32.10153,-3.2354863,rules
3.0026243,-27.682028,spare
-5.5585537,-43.771717,blessing
-41.069057,27.238161,confinement
-32.768463,-8.304148,gladly
-48.903954,14.640728,apprehensive
-8.386481,-25.912882,jealousy
-2.4553635,-24.101011,jealous
-57.627384,7.832216,caution
-46.875538,7.197515,individual
-51.535805,30.632154,nephew
-28.846954,-45.42842,awake
-4.8893123,-17.877039,terror
-8.315316,-36.34421,perverse
-32.68162,33.776844,earnestness
24.395473,-30.132786,chamber
-38.575474,9.883973,learnt
-40.28339,20.03785,concealing
-4.6026297,-30.636583,abominable
18.187963,13.42873,disorder
-43.57108,7.0653296,scrupulous
-33.84456,13.291247,careless
11.972292,-19.899311,nurse
-17.250534,45.25348,catching
-37.317284,-12.561021,complain
-31.561222,17.083876,assuming
-28.535854,-12.068647,offended
-43.848137,25.440203,removing
-10.503444,-36.327675,reproof
-37.528744,-8.286408,succeed
18.399866,35.077446,examining
13.506875,47.044575,opened
48.413124,-12.899064,covered
20.779158,15.27999,drifting
35.774334,0.700276,wind
-36.435883,-11.552629,prove
-47.676228,29.915892,engagements
34.859978,0.044137996,storm
8.92704,14.151983,consternation
17.77616,24.315847,pursuing
38.583702,0.7367833,blown
41.369064,7.3555636,bleak
46.78914,11.210882,midnight
-15.104287,-12.204754,confessing
-5.839715,-32.269833,lest
14.343496,20.48539,hurrying
-45.095047,13.333096,accommodation
22.673342,-40.340992,lodged
-29.950556,35.466583,exclamation
-25.104013,-16.309744,revived
3.448756,-6.2411532,adventurous
36.999165,45.23485,along
-7.0035787,33.859097,nowhere
37.519436,1.8223845,clouds
10.846966,-45.133415,tidings
-34.538494,21.027723,urging
-30.782534,32.257023,brief
8.682781,39.48328,ring
-19.914942,45.223892,bell
18.177704,-6.68458,rung
16.094536,10.030331,cool
-19.749075,-26.166172,recover
27.390259,40.067078,carefully
-37.09773,24.81305,discovery
8.260006,23.857166,darker
13.01533,47.006443,shut
-45.20868,25.61142,tete
-56.3592,10.345366,suspicions
32.48859,14.326479,quarters
-30.970818,-19.343517,restrain
-31.570488,36.10517,gravity
21.671654,40.265324,seized
-42.02004,-23.042833,demanded
-8.814143,-17.609745,violent
-24.762442,-14.953281,declaring
-38.374493,31.632908,hoping
-26.662626,-13.916724,fearing
-29.165108,18.63735,ardent
-50.893963,21.000044,resolved
-30.324425,2.4323943,seriously
-53.712986,-6.4946575,apology
9.080108,12.434989,vainly
-46.371487,-5.881915,resolve
3.2242932,-26.038954,drunkenness
-34.321835,-8.572737,_me_
-18.004932,-34.599766,deliver
-31.57071,36.767944,accent
-32.024017,35.524353,amazement
29.009245,-18.744497,drunk
-28.196108,-12.023993,protested
-55.021015,5.199817,suspicion
19.19562,43.39145,slightly
-51.809746,0.26110455,acknowledging
-13.158995,47.281944,resumed
-41.602436,23.314577,urgent
-35.764114,-5.414849,presumption
5.558542,8.915913,struggles
-53.086563,7.048975,politeness
-47.703518,-12.3133745,witnessed
-44.397438,4.443994,professions
9.099411,-38.22807,dead
8.947234,-38.26529,alive
-6.6102257,-14.649479,sole
-29.227076,26.71034,marking
7.383863,-3.130198,adoration
27.090769,15.467562,uppermost
0.7135564,39.157608,joyously
-18.655449,-23.851116,interpret
-49.89999,-0.009748302,error
-50.70325,5.1815333,attraction
54.196777,-13.539809,ends
-4.5178623,-49.91866,supplication
22.157284,4.8566628,swelling
-56.917725,13.045574,resentment
-27.767927,18.974619,emotions
-32.80918,34.351963,embarrassment
-38.442444,7.4957976,indispensable
7.560973,34.30713,proudly
11.465261,25.554537,indescribable
-33.124954,20.519236,irritation
15.6031885,38.883167,trembling
-12.124415,-12.105909,dangers
-51.149113,10.128793,solicitous
-18.423424,14.261937,needed
43.058502,28.652454,curled
6.4187226,-29.840431,overthrow
-31.918442,16.524635,development
30.307833,1.1307204,blow
-12.944351,-24.800682,humiliation
15.087566,-14.167263,doubled
15.463957,22.006983,dubious
44.39096,12.974135,thick
2.117282,27.884838,headed
-29.75781,38.742397,instant
-22.419203,-11.993245,indebted
-3.6236908,31.235401,start
-51.735424,18.43937,shewn
-42.8445,-8.813523,respects
15.935901,24.783365,sunk
-42.653946,17.938686,proposals
-25.840202,-12.3046465,insulted
-29.370672,-9.002142,pretended
18.001966,-6.0155506,sighs
17.371216,-22.953274,abundance
-8.817882,-33.38874,devise
-19.234789,-18.068542,younger
3.131689,0.8895369,ancient
-3.3071678,20.863256,landed
-3.2832556,8.999001,belonged
-48.156578,4.7240086,honesty
-29.586283,11.179079,courtesy
-48.032234,-5.833499,motive
-28.491592,2.1714096,warrant
1.2769076,18.982294,ordinary
-55.10538,15.334265,observation
-12.414596,22.418255,trick
-44.226357,20.352215,introducing
-20.501196,41.638325,william
-61.67589,8.503059,explanation
-37.896145,13.4130535,future
-49.000675,15.850729,continuing
-35.269123,22.240059,temporary
44.17705,17.255888,gloom
-37.674778,20.171364,operation
-56.555637,12.860845,softened
7.7335935,18.677258,brighter
17.59005,52.95935,further
21.327305,-11.235057,asunder
35.68883,10.53344,atmosphere
39.859875,3.8920598,frost
14.199698,9.855161,freeze
-11.02455,34.889374,prisoner
-43.907112,-7.983567,excuses
-5.5441113,-4.849815,confine
-7.288314,-33.977703,wise
-37.875607,20.505741,seclusion
7.646742,51.87852,cleared
45.981747,-14.03107,hanging
0.030534875,7.5005655,feminine
-47.30883,33.820923,bath
-39.911804,19.323221,compliance
-49.620834,19.176558,regretted
-46.066204,16.526434,impossibility
-14.363814,-16.394382,retain
-9.87207,-15.128602,commands
-30.453264,27.703094,announced
-26.140268,34.960228,solemnity
15.648058,11.450279,lonely
-37.244038,30.25642,recovered
-45.48346,17.12304,penance
7.154486,-29.765612,destroy
29.161423,-12.327512,feeding
-13.199928,-19.57258,confession
-27.741104,20.502483,renewed
-10.763631,-16.95155,lowly
-51.074196,5.9531527,modesty
-35.67266,13.324193,attaching
-3.9014838,-28.130177,abundantly
-50.71331,4.805721,dignity
-35.90976,-5.1252756,welfare
-27.984543,-8.674426,minded
-35.666965,-15.97345,promote
-42.213013,4.0924726,method
15.041225,16.531523,striving
-59.45389,13.308959,composure
-49.75546,-3.0720935,betraying
-51.205143,14.879209,maintained
-4.489125,5.331481,non
-34.463528,32.113823,resolutely
-37.791042,14.095661,inevitable
-23.35116,-29.54622,strive
-53.891773,15.812393,evident
-53.564297,18.215168,removal
-31.639853,-6.3730106,moderation
-4.257244,-21.013363,wound
-42.37579,-7.4007926,cure
21.694382,15.953654,distant
31.738205,-12.05324,flies
-11.292619,24.842808,begins
-23.994205,-15.868476,restored
-20.085886,-31.482624,suffer
-47.4329,-14.073936,suffered
-33.045662,-16.167507,temptation
-45.61167,14.537912,announce
16.375744,11.842545,ending
-28.245813,-14.433067,perceived
-49.10118,11.442965,arguments
13.786518,24.643515,unnatural
4.201045,8.450908,luxurious
-44.668346,26.129309,contrived
18.573063,-58.56637,conceived
9.546397,17.806442,limb
-42.801266,12.857416,amount
-11.280004,30.174551,rid
26.486376,16.173964,watering
-28.292473,-2.8532028,proves
24.645596,15.087049,interior
-12.6482525,-10.290781,vigour
-11.698952,20.995472,messages
-29.998798,-22.777414,rightly
-13.629515,44.661434,simply
-30.155758,-35.988007,mark
-53.413525,9.4002495,opposition
-49.127625,10.5373125,situations
-22.64789,-27.422918,provide
9.352685,37.391872,loud
-9.538934,-28.436405,hearts
-51.226753,8.772433,principle
32.884926,33.559505,bending
2.1772392,-4.8083653,transported
-12.385791,-26.578945,obedience
11.863604,34.949905,burst
-6.038331,-32.511845,nought
-31.971737,31.370552,roused
-30.45574,18.70454,opposed
37.93533,-12.545331,yielding
-47.078457,5.912714,notions
-10.450708,15.385932,expert
-19.624111,3.9790938,hit
-27.333817,27.766033,singular
-1.0100557,19.174616,french
-1.9267893,-20.823484,treasure
-8.241685,0.380353,virtues
26.0759,-41.04846,throughout
-47.06059,18.210194,enable
-20.13679,-27.497976,require
21.537071,6.536911,breathing
22.732386,-49.881275,king
-17.29818,-7.66186,practised
-49.997192,9.463846,display
23.61991,42.56349,puppy
-1.5886711,-35.70656,sins
-39.416237,9.158003,presumed
33.916748,-14.982102,waste
29.786354,37.9324,floor
-4.840243,10.26064,sized
6.861244,52.310024,apartment
1.559758,39.734848,knitting
-51.135906,10.031784,warmest
2.5228436,-47.578457,thanks
-36.673584,3.7515204,coles
-10.822362,-11.575766,ceremonies
12.301382,30.15086,ball
-35.875553,-6.0057125,commendation
-36.05667,2.6423526,handsomely
31.315151,-12.088398,wander
29.726841,44.703598,jumped
-10.210375,46.979813,usher
9.383789,27.35915,dancing
-27.619234,36.736263,inquiring
-56.82364,18.234737,unexpected
-58.608604,27.765253,miss_fairfax
-14.27252,51.239037,eagerly
-6.9288306,15.879356,hunting
2.0691586,-33.102276,hid
25.246508,25.192118,crosses
-11.600958,52.81917,'--
-26.124458,11.039833,ma_am
-1.7506444,-44.497463,god
16.733007,41.72376,spectacles
-19.794111,37.062763,handwriting
-4.3305607,36.918148,beautifully
12.565953,-24.4957,deaf
15.415748,49.727093,twice
15.518776,19.380201,pondering
17.878763,52.63321,meanwhile
-8.163063,33.735493,raising
-31.863768,12.822844,remarkable
-20.31449,31.883133,saturday
-20.336067,31.876232,tuesday
-49.869934,33.121113,campbells
-50.054596,33.35458,ireland
-57.50087,30.552427,dixon
-31.726023,28.487803,impatient
17.79882,-29.888142,kingdoms
19.016266,-29.181822,countries
-19.017742,-38.56129,declare
19.753695,28.560099,press
-14.013064,28.734972,dublin
-41.450314,-14.625893,blame
-45.529152,-8.155029,excused
19.85614,12.436852,accompanying
25.866352,54.739788,backward
35.780064,33.021687,whirling
41.928226,33.57115,sails
34.44127,37.164806,dashed
-1.9592977,-22.605097,presence
23.174717,-2.3084452,!)
-18.98312,-37.17872,wisely
25.26851,-18.012175,hang
-39.05029,1.2431829,considerate
-36.507244,-0.30688956,unwell
-18.989973,31.26217,monday
-37.816437,9.799115,unlucky
-6.3859572,-44.794113,bless
-24.956146,12.805829,!'
28.600826,-50.82516,guard
-21.27155,21.570124,story
20.89194,45.004913,glancing
-28.045748,-26.893995,detain
17.902576,23.609978,regiment
0.8795591,-20.946022,fame
-22.008408,-32.70445,save
9.155423,-5.1845717,dying
-31.35291,18.313063,action
12.024113,22.494242,sinking
3.4684215,-26.070673,consumption
-18.574121,-5.360666,limited
-14.917937,39.023895,officer
-45.795822,3.6897829,deserving
30.411676,-38.458042,camp
-10.176093,-30.508482,saved
-4.0207925,7.6731634,england
-27.672327,-37.937466,guest
-18.310995,25.920073,pounds
-18.617338,-20.977621,hereafter
-33.820316,13.427489,discipline
19.040998,13.957075,lighter
-28.505304,-30.698492,masters
-51.666897,6.2151446,abilities
-17.963902,-3.1184447,nineteen
-11.019962,-35.735374,instruction
-40.136353,19.896376,sharing
-35.068516,15.216867,judicious
-15.12542,13.349235,suggestions
-37.34016,-8.036362,remind
13.667969,1.6985204,unseen
35.130318,-21.30237,bread
-38.31378,-7.521731,earn
-53.342278,0.2377395,fortitude
-11.965412,-19.459736,retire
-12.9817295,12.825273,retained
-43.811535,-9.850077,wiser
-32.23801,-6.1998,resisted
-33.050247,-15.205436,weakened
11.310048,21.394764,varying
1.8890088,9.370323,human
-7.4095526,-19.95493,discharged
-33.001846,-11.135018,truths
-11.863192,-4.9486833,double
-51.157455,16.358044,recovery
-21.065977,-20.469616,accusation
-33.403137,20.318455,examination
-37.025986,-14.634827,acquit
7.8287287,-6.682404,eternal
-7.528001,34.065895,fuss
-33.110428,-10.941486,reasons
-50.257553,-9.514697,imputed
-3.126723,-43.482834,magnified
-44.681896,-1.5977598,injured
-11.63461,3.6815495,medium
46.7165,-20.310078,fat
50.22178,27.117924,grey
-20.23506,-20.206383,denied
30.013952,-25.668003,skin
8.666722,21.293959,colour
7.538419,19.159166,fuller
-33.552483,-2.3745642,admire
-51.49081,11.5582285,complacency
31.053385,44.92383,started
-33.872982,-0.47152686,pitiable
-6.54597,-29.44139,seduced
-49.95519,2.349786,actions
-32.506454,-5.904914,mischievous
-35.41476,25.75409,suggested
14.22465,35.039627,sucking
0.9958742,26.831404,poison
3.469026,-12.161371,purest
-46.977013,20.863455,resolving
-35.223507,-0.34979844,effectually
-14.337471,13.434063,career
-45.210926,2.8050826,prejudices
-45.7155,14.0606575,description
-0.31915998,31.222067,ate
41.895714,7.9813485,caps
-14.185859,-27.33219,offences
-51.658295,13.20339,necessarily
-33.75825,15.640607,affectation
-6.3706303,-47.172005,greatness
-51.813694,10.456867,performance
47.729347,31.508642,cloak
10.46374,15.794259,bent
-33.492687,22.81234,distinguished
10.231384,23.360458,changing
-47.381355,17.737255,procure
-16.252829,-36.598156,forgive
-8.452435,-25.919746,provocation
-47.288857,-12.454539,openly
-7.5511365,18.64527,papers
33.73049,35.21311,swept
-49.251293,14.953281,entertained
-26.931547,-11.363863,undone
-8.950552,29.027246,instrument
-56.10462,9.674457,indulgence
-53.160023,-2.3453293,deficient
21.003672,43.031303,handed
8.085762,16.096704,arch
-37.764133,-15.87213,discretion
-39.981922,17.79356,perseverance
-13.039863,-25.423918,appease
27.921217,38.646484,leg
-1.6332662,29.831032,pork
42.650326,26.16094,hind
-4.869753,-8.452023,salted
37.064808,0.26831883,salt
-25.719242,-36.415096,hither
29.184149,0.6147158,sound
-48.9168,14.60292,implied
11.2265215,40.934795,bonnet
-35.982395,29.039635,spencer
-21.399971,43.021362,patty
46.702133,-8.895782,pan
25.139194,-12.866361,washing
11.229016,49.696552,kitchen
-53.92505,31.549469,hawkins
-33.4433,-33.172096,desires
-14.084442,7.533415,regards
48.75839,-42.95861,thousand
-14.073489,-43.322308,oppress
16.133345,-34.65714,lot
21.34266,-33.467697,goodly
2.1606383,-40.70831,heritage
-4.802544,37.116688,sly
-28.447222,25.164911,precise
-12.524718,-43.463425,neighbour
-22.969288,38.042786,joyfully
15.817782,7.3999653,absorbing
-6.681422,47.36114,starting
-16.502998,43.762047,appeal
26.509356,-32.904167,standard
24.766006,28.110613,worn
-18.667337,44.99841,whispered
-14.4750395,4.628084,discoveries
-28.566475,-38.404404,lets
30.424942,33.21243,runs
-45.864113,0.29314452,strictly
35.077236,-0.72807914,shower
18.218157,-41.97833,lamented
7.1987505,-31.784386,strangers
36.700474,22.951242,rush
12.94219,23.343433,heated
-25.593653,-36.394077,thither
-20.306183,2.507574,evidence
5.653855,20.378778,corresponding
31.538795,-19.33986,pour
11.67615,40.863968,gown
-15.306061,34.18161,ford
51.947796,-9.684721,woollen
10.49254,50.463505,shop
0.60501087,-36.72649,dealt
3.0042343,-23.682396,fainted
18.691643,42.63234,umbrella
18.584538,19.340164,whispering
-17.574097,-21.860401,?)
0.3099036,-47.014538,tremble
-21.989332,10.047099,t
-26.459166,-9.77182,courage
41.710346,13.9899435,floated
-31.724728,26.765675,kindly
-38.587906,-8.915888,sincerely
-33.888542,22.934103,described
17.82699,-10.024271,wounded
-33.943455,13.473123,genuine
-49.254044,16.324295,disturbed
-43.4073,19.17373,exerted
-35.671707,-2.8054638,trifle
-3.5058324,-27.54817,rejoice
-25.895023,-16.46469,learned
14.318305,23.88011,shock
9.189518,4.401145,seeking
-34.64947,-31.69885,dies
-3.446585,4.5920644,christian
-28.925707,26.128593,series
-34.857845,31.64301,deeply
11.85138,19.006487,gay
32.466915,-35.802933,thousands
1.5539033,-60.554707,10
-5.2928634,8.965233,000
-37.571243,-34.670853,l
-30.092213,32.80958,rapidity
-38.25069,21.187128,distinguishing
-2.962976,-44.431564,glorious
34.955265,28.022398,steps
